carat,x,y,z,price,labcol,labcut,labclar
1.04,6.67,6.56,3.95,5152,2,4,2
1.23,6.82,6.74,4.29,5083,6,2,3
0.4,4.67,4.72,2.94,1053,1,4,4
0.72,5.75,5.68,3.52,2074,2,2,3
0.4,4.73,4.77,2.93,1158,1,2,7
0.72,5.7,5.73,3.55,3016,0,4,5
0.43,4.83,4.78,3.02,1113,3,3,5
1.0,6.33,6.38,4.0,5935,1,2,2
1.51,7.26,7.22,4.55,8074,4,3,3
0.73,5.82,5.8,3.56,1956,6,2,2
0.7,5.79,5.84,3.42,2473,1,4,5
0.5,5.12,5.09,3.14,1415,3,3,5
0.65,5.63,5.69,3.39,3056,0,4,7
0.32,4.41,4.39,2.67,648,4,3,5
0.7,5.66,5.69,3.51,2567,3,2,2
0.32,4.4,4.43,2.72,918,3,2,1
1.6,7.59,7.53,4.64,12681,4,2,4
0.9,6.07,6.11,3.8,4182,3,4,5
0.79,5.9,5.85,3.66,2898,3,2,2
0.51,5.2,5.24,3.14,1852,3,2,4
0.54,5.21,5.26,3.27,1763,5,2,1
1.01,6.42,6.36,3.94,4616,2,3,3
0.55,5.23,5.27,3.23,1719,1,4,5
0.32,4.39,4.36,2.73,672,3,2,5
0.34,4.51,4.48,2.77,1084,3,2,1
1.01,6.5,6.47,3.9,5544,4,1,2
1.01,6.29,6.38,3.93,5497,3,1,5
0.9,6.19,6.23,3.82,4032,3,2,3
1.05,6.58,6.65,3.98,4932,0,2,3
1.24,6.94,6.98,4.26,15026,2,2,6
0.27,4.14,4.18,2.54,682,2,4,7
0.37,4.64,4.67,2.86,815,4,2,6
0.31,4.37,4.4,2.69,778,4,4,1
0.72,5.71,5.76,3.59,2440,2,4,2
1.7,7.63,7.67,4.76,13632,4,2,5
0.55,5.32,5.29,3.23,1881,3,2,4
1.15,6.74,6.79,4.17,7100,4,2,2
1.07,6.49,6.52,4.09,6525,3,4,5
0.42,4.82,4.86,2.97,1197,0,4,6
0.9,6.15,6.2,3.83,4924,4,2,7
1.74,7.71,7.67,4.81,13037,5,3,4
0.83,5.95,6.02,3.74,2800,4,4,2
1.01,6.41,6.38,4.0,7715,2,4,7
0.91,6.22,6.3,3.82,3258,6,4,5
0.33,4.44,4.41,2.74,854,4,2,7
0.52,5.11,5.14,3.22,1244,3,4,2
0.26,4.13,4.15,2.56,448,4,2,4
1.01,6.56,6.5,3.86,4989,2,3,2
0.3,4.28,4.31,2.7,407,4,2,2
0.9,6.22,6.19,3.84,4133,4,2,5
0.61,5.45,5.49,3.37,2166,3,2,4
0.4,4.75,4.78,2.92,726,0,2,2
0.57,5.3,5.33,3.29,1410,5,2,5
1.02,6.38,6.33,4.03,6909,0,4,5
0.41,4.74,4.8,2.94,908,3,4,4
1.23,6.79,6.84,4.25,6152,4,2,3
0.62,5.48,5.45,3.39,1777,0,3,3
0.33,4.45,4.49,2.68,752,3,4,7
1.55,7.56,7.63,4.48,10711,5,4,4
0.5,5.13,5.06,3.21,1317,1,2,2
1.03,6.3,6.21,4.06,3149,6,0,3
0.46,4.95,4.91,3.07,952,5,2,5
2.03,7.89,7.86,5.16,6753,2,0,0
0.3,4.27,4.3,2.64,658,1,2,5
0.36,4.56,4.52,2.84,1013,1,2,5
0.52,5.1,5.17,3.2,1689,1,4,5
0.57,5.34,5.43,3.18,2990,1,1,6
1.05,6.52,6.56,4.07,4667,3,2,3
1.51,7.29,7.17,4.63,3497,3,1,0
1.15,6.71,6.76,4.2,6106,4,2,2
0.3,4.22,4.25,2.68,394,6,1,4
1.16,6.74,6.79,4.2,5793,0,2,3
1.02,6.37,6.42,4.02,7257,0,4,5
0.4,4.66,4.7,2.96,687,1,1,2
0.38,4.63,4.57,2.93,659,5,1,2
0.8,5.96,6.0,3.65,4170,0,2,5
0.35,4.48,4.52,2.78,706,2,3,5
0.32,4.39,4.43,2.73,716,2,2,4
0.8,5.91,5.95,3.72,2487,6,4,4
0.91,6.17,6.2,3.79,3423,3,3,3
1.09,6.61,6.54,4.14,5551,4,4,5
0.51,5.12,5.09,3.19,1026,3,3,3
1.22,6.82,6.77,4.24,6153,4,3,2
0.42,4.76,4.81,2.99,773,4,2,5
1.56,7.49,7.53,4.57,14139,3,3,4
1.55,7.46,7.5,4.54,11738,4,3,5
1.19,6.86,6.81,4.18,7797,3,3,4
2.02,8.07,7.93,5.03,13453,2,2,3
0.43,4.81,4.84,3.06,739,1,1,2
0.49,5.15,5.18,3.1,1102,4,2,2
0.41,4.74,4.73,3.0,904,2,4,2
0.92,6.14,6.09,3.89,4086,0,1,2
0.53,5.17,5.2,3.21,2177,2,2,7
0.34,4.56,4.6,2.7,835,3,4,6
1.2,6.81,6.89,4.16,4831,4,4,3
0.54,5.23,5.28,3.22,1080,6,4,2
0.43,4.78,4.85,2.96,739,1,3,2
0.33,4.42,4.4,2.74,854,3,2,4
1.04,6.39,6.33,4.01,3780,0,4,3
1.03,6.48,6.52,3.97,4325,4,2,3
0.54,5.21,5.24,3.23,1605,3,2,5
1.32,7.03,7.06,4.35,7059,5,2,5
0.52,5.2,5.24,3.18,1737,1,2,2
0.42,4.89,4.85,2.92,898,0,3,3
0.31,4.36,4.4,2.66,1051,1,2,1
0.32,4.34,4.38,2.69,758,0,3,5
0.32,4.38,4.36,2.72,504,6,2,5
0.38,4.67,4.72,2.87,1433,1,2,1
1.17,6.76,6.8,4.19,8639,3,2,4
0.32,4.37,4.4,2.72,505,5,3,4
0.72,5.7,5.72,3.59,2285,0,4,2
1.51,7.39,7.44,4.51,8637,3,2,3
0.9,6.2,6.23,3.86,5013,4,2,4
0.71,5.69,5.64,3.57,2443,3,3,5
0.33,4.43,4.41,2.76,743,5,2,7
0.25,3.98,4.0,2.52,548,1,4,7
1.02,6.44,6.46,4.01,8011,1,2,4
1.01,6.32,6.27,4.0,4412,4,4,4
0.63,5.73,5.78,3.23,1440,5,1,5
0.76,5.92,5.94,3.58,2789,1,3,2
0.42,4.82,4.79,2.97,1621,0,2,6
1.57,7.49,7.54,4.56,9298,4,2,3
0.75,5.82,5.85,3.61,2564,5,2,4
0.9,6.09,6.0,3.81,4021,4,4,4
2.08,8.26,8.22,4.97,15065,5,3,2
1.03,6.7,6.64,3.88,4900,3,3,2
0.31,4.35,4.39,2.72,687,3,2,7
1.01,6.45,6.41,3.86,8120,3,3,1
1.16,6.7,6.73,4.17,8038,0,2,5
0.25,4.07,4.09,2.52,595,2,2,4
0.37,4.58,4.61,2.82,746,3,3,4
0.3,4.34,4.35,2.65,552,0,2,2
1.01,6.42,6.46,3.83,3756,6,1,3
0.34,4.49,4.53,2.76,686,2,3,5
1.01,6.32,6.23,3.96,5294,3,4,4
0.7,5.69,5.71,3.55,1974,6,2,2
1.5,7.41,7.49,4.44,15338,2,3,4
0.31,4.4,4.33,2.68,872,1,2,5
2.01,7.88,7.81,5.09,10184,4,0,3
0.65,5.52,5.59,3.4,1828,5,4,7
0.7,5.71,5.74,3.55,2061,1,2,3
0.41,4.71,4.74,2.94,827,3,2,5
0.32,4.32,4.36,2.75,645,2,1,5
0.52,5.13,5.18,3.22,1653,1,4,5
1.21,6.88,6.83,4.18,4675,6,3,4
1.01,6.31,6.4,4.09,4805,5,4,2
0.52,5.21,5.17,3.2,1815,3,3,4
0.9,6.08,6.13,3.9,4463,1,1,2
0.59,5.35,5.39,3.33,1878,3,4,4
0.51,5.09,5.11,3.19,1656,3,3,4
0.54,5.21,5.18,3.25,1389,3,2,2
0.54,5.21,5.24,3.25,1662,2,2,5
1.01,6.44,6.39,3.96,5202,2,3,2
0.54,5.23,5.26,3.23,1914,3,2,7
0.7,5.76,5.79,3.45,2819,2,1,4
0.63,5.6,5.56,3.41,2106,0,2,5
1.05,6.5,6.55,4.02,5255,0,4,2
0.55,5.27,5.3,3.27,1845,4,2,6
1.51,7.28,7.3,4.59,9343,5,4,4
0.51,5.16,5.17,3.16,2303,3,2,7
1.51,7.31,7.25,4.58,11268,4,3,5
1.42,7.25,7.32,4.43,18682,2,2,6
0.71,5.63,5.6,3.55,3006,1,4,4
0.4,4.83,4.77,2.89,900,3,2,2
0.26,4.15,4.1,2.48,580,1,3,4
0.41,4.83,4.78,2.92,830,2,3,3
1.17,6.72,6.64,4.22,4455,4,4,3
0.28,4.22,4.26,2.56,487,1,4,5
1.18,6.74,6.79,4.18,5696,4,3,2
0.5,5.12,5.1,3.18,2070,3,2,6
0.42,4.77,4.79,3.02,737,3,1,2
2.0,8.13,8.09,4.97,14208,5,3,3
0.9,6.05,6.01,3.87,3290,4,1,2
1.09,6.59,6.53,4.06,4322,3,3,2
0.72,5.71,5.78,3.6,3219,0,2,5
0.26,4.19,4.22,2.49,554,2,4,7
1.6,7.57,7.69,4.66,16300,4,2,1
1.6,7.51,7.48,4.65,11651,3,2,2
0.79,6.03,6.01,3.54,1924,6,3,2
1.01,6.27,6.34,4.02,6283,3,1,4
0.91,6.1,6.16,3.85,3876,1,4,3
0.7,5.73,5.7,3.44,2822,1,3,5
0.7,5.73,5.76,3.49,2762,1,2,5
0.51,5.11,5.07,3.2,1662,1,2,5
1.31,7.03,6.86,4.36,4743,2,3,3
0.52,5.16,5.12,3.2,2012,3,2,7
0.61,5.48,5.45,3.35,2373,1,2,5
0.55,5.33,5.35,3.19,1269,1,3,3
1.1,6.71,6.64,4.08,9343,2,2,7
0.52,5.11,5.14,3.21,1267,2,4,2
1.0,6.34,6.42,4.0,5544,3,4,5
0.26,4.11,4.1,2.54,580,1,3,4
1.51,7.2,7.17,4.51,7553,6,3,5
1.0,6.4,6.43,4.0,7966,0,2,4
0.54,5.19,5.29,3.2,1892,0,2,5
0.31,4.3,4.26,2.7,698,4,4,4
0.71,5.77,5.82,3.5,3576,0,2,4
0.54,5.19,5.23,3.24,1637,3,2,4
1.02,6.34,6.41,4.01,3755,6,4,3
0.54,5.27,5.26,3.19,2090,3,2,7
0.35,4.6,4.55,2.81,906,2,2,5
0.54,5.19,5.23,3.28,2016,0,4,4
1.0,6.3,6.33,3.97,5929,2,4,5
0.3,4.32,4.34,2.7,407,5,2,5
0.4,4.67,4.71,2.94,842,5,3,6
0.91,6.29,6.25,3.81,3898,1,2,3
0.5,5.09,5.14,3.18,1865,3,2,6
0.3,4.31,4.33,2.67,789,1,2,7
0.31,4.35,4.39,2.68,791,1,2,7
0.44,4.81,4.84,3.07,1009,0,1,5
1.2,6.79,6.83,4.18,10931,2,4,7
1.21,6.75,6.78,4.18,5672,5,4,2
0.32,4.4,4.37,2.74,576,5,2,5
0.31,4.37,4.32,2.69,816,1,3,4
1.61,7.59,7.64,4.6,10580,1,4,3
0.45,4.96,4.99,3.05,790,4,2,2
1.38,7.22,7.26,4.42,5765,6,2,3
1.16,6.7,6.66,4.21,5366,3,3,2
0.71,5.87,5.82,3.42,2345,2,3,2
0.9,6.24,6.28,3.83,3521,3,2,3
1.54,7.56,7.49,4.47,7727,5,3,3
2.0,8.08,8.11,4.95,17278,5,3,4
0.7,5.69,5.72,3.48,2952,1,1,4
0.53,5.17,5.21,3.21,1694,0,2,5
0.9,6.07,6.13,3.88,3718,3,4,2
0.42,4.76,4.79,3.0,810,0,4,2
1.5,7.35,7.42,4.46,9759,5,4,4
1.12,6.74,6.66,4.15,4704,4,3,3
1.11,6.65,6.54,4.07,4177,1,4,3
0.37,4.63,4.68,2.8,803,0,3,4
1.0,6.53,6.49,3.77,4592,4,1,3
1.09,6.58,6.54,4.06,3961,0,3,3
1.51,7.22,7.26,4.61,8313,5,1,2
0.4,4.77,4.74,2.95,1035,5,2,7
0.36,4.59,4.62,2.84,1064,0,2,4
2.19,8.31,8.24,5.18,15254,5,2,3
0.52,5.27,5.25,3.13,1815,1,2,5
0.32,4.33,4.36,2.73,645,2,4,5
0.38,4.62,4.68,2.85,513,6,3,2
0.25,4.1,4.14,2.43,575,2,4,7
0.91,6.2,6.24,3.87,3800,1,2,3
1.7,7.77,7.73,4.69,11228,2,3,3
0.36,4.58,4.62,2.84,1094,0,2,4
1.38,7.06,7.11,4.44,6494,6,4,5
1.21,6.88,6.84,4.08,6871,4,1,4
0.6,5.4,5.43,3.33,1984,0,4,5
0.55,5.28,5.26,3.25,1806,4,2,7
0.35,4.58,4.55,2.78,879,2,3,5
1.0,6.4,6.46,3.97,4316,4,4,3
0.9,6.1,6.04,3.93,3205,0,0,3
1.2,6.72,6.79,4.22,4590,6,4,5
0.73,5.94,5.99,3.46,2485,2,4,3
0.37,4.63,4.6,2.86,1041,1,2,5
0.29,4.25,4.27,2.64,669,1,2,7
0.45,4.89,4.95,3.02,1105,3,4,7
0.53,5.29,5.24,3.18,2051,3,2,7
0.34,4.52,4.47,2.76,995,3,3,7
1.02,6.39,6.44,4.03,6047,0,4,2
1.05,6.66,6.61,3.98,5104,0,2,2
2.31,8.49,8.42,5.25,16100,6,3,6
0.3,4.26,4.3,2.69,789,3,4,6
0.56,5.33,5.32,3.23,2167,3,2,7
0.34,4.5,4.53,2.8,555,5,2,4
2.03,8.01,7.99,5.05,14646,1,4,3
1.0,6.37,6.27,3.97,3780,6,3,2
0.31,4.34,4.37,2.7,562,4,2,4
0.32,4.41,4.42,2.67,561,4,4,4
0.9,6.27,6.31,3.77,4584,4,2,5
1.05,6.5,6.41,4.05,9784,2,2,6
0.87,6.15,6.17,3.78,4553,3,2,5
0.32,4.36,4.42,2.77,449,4,1,2
0.7,5.59,5.54,3.6,2051,4,0,2
1.0,6.35,6.29,3.95,4493,3,3,2
2.19,8.27,8.25,5.15,15801,4,3,2
0.5,5.1,5.14,3.13,1844,4,2,1
0.93,6.21,6.15,3.94,4425,3,1,4
0.33,4.47,4.49,2.7,579,1,4,2
0.48,5.16,5.12,3.06,2329,0,4,7
0.33,4.47,4.42,2.75,928,1,2,5
0.7,5.6,5.53,3.58,1851,2,1,3
0.41,4.67,4.7,2.99,1019,1,4,7
0.35,4.51,4.54,2.77,706,3,3,4
0.4,4.69,4.7,2.98,1404,2,1,1
2.01,8.32,8.31,4.87,13387,2,0,2
0.57,5.45,5.5,3.24,1637,2,2,5
1.01,6.6,6.53,3.88,7059,3,2,4
0.63,5.57,5.6,3.4,2357,3,2,5
0.9,6.24,6.19,3.79,3967,4,2,2
0.27,4.14,4.18,2.59,361,3,2,3
0.35,4.52,4.56,2.82,745,2,2,7
1.5,7.45,7.49,4.37,11554,1,1,2
0.44,4.92,4.94,3.01,813,3,2,2
0.3,4.26,4.28,2.67,615,5,2,1
0.35,4.53,4.56,2.79,1197,1,2,1
0.9,6.0,6.05,3.86,3902,4,1,5
0.42,4.76,4.81,2.96,810,0,3,2
0.39,4.66,4.7,2.91,962,1,4,7
0.52,5.19,5.24,3.2,1389,4,4,5
0.39,4.6,4.61,2.87,648,5,1,5
0.8,5.97,5.93,3.66,3297,1,3,2
1.04,6.46,6.37,4.01,8946,2,3,7
0.49,5.2,5.15,3.04,1179,2,3,2
1.05,6.48,6.44,4.07,4234,4,3,3
0.7,5.71,5.76,3.57,3235,4,2,7
1.55,7.38,7.43,4.58,8088,6,2,5
2.0,8.3,8.27,4.81,11041,3,1,3
0.42,4.95,4.96,2.86,1076,3,1,7
0.72,5.73,5.77,3.55,3795,2,2,6
1.5,7.25,7.13,4.6,8736,5,1,2
1.06,6.64,6.6,4.05,4630,5,2,2
0.58,5.4,5.36,3.29,1442,0,2,3
1.6,7.55,7.6,4.5,8184,4,3,3
0.43,4.88,4.85,3.01,1048,1,2,5
1.06,6.53,6.58,4.04,5748,5,2,5
1.71,7.58,7.51,4.79,11844,0,4,3
0.9,6.02,6.07,3.83,3401,1,1,3
0.34,4.46,4.48,2.77,596,3,2,5
0.9,6.31,6.28,3.74,5438,1,3,4
1.12,6.72,6.76,4.08,5233,0,3,3
0.5,5.11,5.13,3.12,1563,0,2,2
1.07,6.51,6.53,4.06,6200,2,2,2
0.24,4.04,4.06,2.41,521,0,4,7
0.6,5.48,5.45,3.26,1272,2,3,3
0.32,4.37,4.41,2.73,814,4,2,1
0.34,4.5,4.47,2.76,765,3,2,5
0.4,4.77,4.78,2.9,877,3,2,4
0.7,5.73,5.77,3.47,2401,0,2,3
0.33,4.49,4.47,2.69,743,3,3,5
0.71,5.76,5.86,3.54,4007,4,2,1
1.13,6.71,6.65,4.15,7504,2,2,5
1.11,6.57,6.69,4.14,5450,4,4,5
0.57,5.35,5.32,3.28,2491,1,2,5
0.32,4.39,4.42,2.7,477,3,2,2
0.51,5.1,5.07,3.21,2289,0,4,7
0.44,4.9,4.94,3.06,1348,3,2,1
1.0,6.5,6.46,3.93,5718,2,3,5
0.3,4.26,4.3,2.68,526,4,3,4
1.0,6.39,6.36,3.92,5967,3,3,5
1.5,7.29,7.34,4.48,12196,3,4,5
0.78,5.79,5.86,3.7,2348,5,4,2
0.7,5.71,5.76,3.5,3602,2,2,6
1.51,7.29,7.34,4.53,11696,4,2,5
1.42,7.21,7.16,4.47,7475,4,2,3
1.06,6.54,6.48,4.06,4416,4,2,5
0.23,3.93,3.96,2.45,583,1,4,6
0.62,5.48,5.5,3.4,1271,5,2,2
0.35,4.46,4.51,2.83,491,4,1,2
0.78,5.83,5.8,3.63,2777,2,3,2
1.51,7.31,7.33,4.58,8770,6,3,7
1.08,6.62,6.58,4.07,5352,0,2,3
0.31,4.34,4.31,2.72,698,4,3,4
0.76,5.87,5.82,3.66,1970,3,3,3
0.32,4.4,4.37,2.73,605,5,2,4
0.5,5.09,5.04,3.19,1181,1,2,3
0.96,6.27,6.23,3.95,4247,3,4,2
0.3,4.37,4.32,2.66,569,2,2,5
0.41,4.68,4.72,2.97,705,1,1,2
1.7,7.72,7.77,4.59,10796,5,1,2
2.04,8.13,8.05,5.0,16426,3,3,3
2.18,8.29,8.33,5.07,17475,3,4,3
0.37,4.7,4.68,2.81,833,1,3,2
0.81,5.96,5.92,3.66,3311,2,3,2
0.52,5.17,5.21,3.15,1112,1,4,3
0.38,4.58,4.61,2.92,840,3,4,4
1.0,6.47,6.51,3.81,3614,6,1,2
1.09,6.55,6.59,4.06,5904,5,2,5
1.0,6.44,6.51,3.84,3975,2,0,3
0.51,5.09,5.12,3.2,1438,3,4,5
0.97,6.49,6.54,3.85,4182,2,1,3
1.01,6.51,6.46,4.02,6533,2,2,5
0.71,5.79,5.83,3.49,3145,1,2,5
0.31,4.29,4.35,2.7,418,5,2,2
0.3,4.33,4.31,2.66,844,1,3,5
0.29,4.27,4.23,2.59,807,1,3,6
1.0,6.19,6.03,4.15,2856,5,0,2
0.9,6.11,6.18,3.88,3267,2,1,3
0.57,5.32,5.36,3.29,1608,3,2,5
1.08,6.43,6.39,4.16,3861,1,0,3
0.71,5.93,5.89,3.37,2450,0,1,2
1.32,7.1,7.05,4.29,6660,2,3,3
1.01,6.45,6.39,3.86,4269,3,3,3
0.3,4.34,4.37,2.64,609,2,2,2
0.31,4.31,4.33,2.71,707,3,2,7
0.7,5.7,5.73,3.55,2240,5,2,5
1.12,6.67,6.69,4.11,7970,3,2,4
1.52,7.34,7.19,4.55,9108,5,3,5
1.73,7.58,7.65,4.79,16807,3,4,5
0.82,6.02,6.06,3.72,4135,0,2,2
1.03,6.46,6.49,3.99,4362,5,3,2
1.75,7.8,7.84,4.74,12416,5,3,4
0.3,4.29,4.32,2.68,826,1,2,6
0.71,5.8,5.84,3.51,3217,1,2,5
0.52,5.18,5.14,3.13,1720,2,3,5
0.72,5.73,5.67,3.56,2398,4,3,2
0.84,6.1,6.12,3.74,2847,4,4,2
0.5,5.17,5.2,3.07,1160,4,2,2
0.52,5.11,5.14,3.17,1550,2,4,5
1.05,6.6,6.65,4.0,9000,3,2,7
0.37,4.62,4.66,2.87,586,3,2,2
0.5,5.04,5.07,3.2,1635,0,1,5
1.15,6.7,6.62,4.19,6955,3,3,5
0.4,4.75,4.78,2.91,868,4,2,7
0.37,4.58,4.45,2.89,595,5,1,5
0.41,4.76,4.71,2.97,1061,3,2,5
0.74,5.8,5.75,3.52,2051,5,3,3
0.3,4.29,4.27,2.62,709,5,3,6
0.73,5.83,5.86,3.56,3937,0,2,4
1.5,7.18,7.14,4.58,5208,4,1,3
0.71,5.71,5.77,3.51,2742,2,4,2
0.73,5.8,5.82,3.58,3378,4,2,1
0.23,3.97,4.01,2.42,402,1,4,4
1.5,7.42,7.48,4.37,9009,0,4,3
1.52,6.92,6.89,4.81,4648,4,0,0
0.71,5.69,5.74,3.56,2930,2,2,5
1.15,6.72,6.65,4.18,4328,1,3,3
1.3,7.01,7.05,4.25,11061,3,3,6
1.0,6.33,6.27,4.07,3763,1,0,3
0.41,4.74,4.78,2.92,647,6,4,4
0.71,5.75,5.79,3.52,4363,0,4,7
0.23,4.0,4.02,2.41,465,2,4,6
0.31,4.4,4.36,2.72,804,0,2,5
0.71,5.68,5.72,3.59,2531,1,4,2
1.51,7.36,7.4,4.47,8789,6,4,7
0.76,5.8,5.82,3.63,3033,1,2,2
1.13,6.74,6.71,4.05,4430,5,3,5
1.5,7.13,7.1,4.57,8736,5,2,2
0.7,5.69,5.75,3.59,2998,0,2,5
0.52,5.19,5.23,3.18,1311,3,4,2
0.54,5.23,5.29,3.22,1842,0,2,5
0.24,4.04,4.06,2.48,449,4,4,1
1.04,6.59,6.54,3.99,7415,3,2,5
0.5,5.08,5.04,3.2,1106,2,4,2
0.6,5.39,5.33,3.37,1799,0,3,2
2.01,8.09,8.01,4.95,17003,4,4,2
1.38,7.05,7.0,4.47,8037,4,2,4
0.57,5.31,5.26,3.31,1728,3,3,5
0.91,6.09,6.15,3.92,4105,3,4,5
0.4,4.72,4.75,2.95,598,6,2,5
1.03,6.38,6.42,4.05,4963,0,4,3
1.01,6.39,6.33,4.0,7964,1,3,4
0.41,4.74,4.75,2.89,827,3,4,5
0.37,4.65,4.67,2.86,754,5,2,1
1.11,6.65,6.69,4.12,5299,3,2,3
1.7,7.7,7.63,4.7,6397,4,2,0
0.32,4.41,4.44,2.72,715,0,2,2
0.91,6.15,6.18,3.87,4045,3,4,2
0.78,5.94,5.97,3.66,2706,3,2,3
0.28,4.21,4.24,2.61,642,2,2,7
0.32,4.44,4.45,2.73,947,2,2,6
1.15,6.72,6.8,4.12,5047,4,4,2
0.46,4.95,4.98,3.09,934,3,2,2
1.21,6.94,6.98,4.18,9873,3,2,5
2.04,8.25,8.32,4.96,12095,6,4,5
0.52,5.15,5.18,3.22,1906,3,2,7
0.29,4.3,4.35,2.58,737,0,4,2
0.31,4.37,4.41,2.59,544,3,4,5
1.01,6.37,6.3,3.98,4751,0,3,2
0.45,5.01,4.85,2.96,1548,0,3,7
0.31,4.4,4.38,2.67,977,4,2,1
1.25,6.92,6.84,4.28,5925,5,3,5
0.51,5.11,5.17,3.15,1438,1,2,2
0.7,5.61,5.46,3.64,2384,3,0,4
0.72,5.77,5.7,3.52,2203,6,3,6
0.25,4.07,4.11,2.5,399,0,4,5
0.31,4.36,4.4,2.68,891,3,2,1
0.34,4.47,4.5,2.78,596,3,2,5
0.32,4.4,4.44,2.75,450,3,2,3
0.4,4.74,4.71,2.89,945,2,3,2
0.44,4.89,4.85,3.0,1253,2,3,7
1.02,6.47,6.41,4.0,6169,3,3,5
0.32,4.44,4.4,2.71,648,4,2,5
1.0,6.28,6.23,3.89,5096,0,3,2
0.71,5.8,5.84,3.54,3360,1,2,2
1.08,6.59,6.62,4.05,8873,3,2,1
0.39,4.7,4.67,2.88,1053,5,3,6
0.58,5.44,5.49,3.28,2714,0,4,7
1.39,7.27,7.21,4.39,13061,3,2,1
1.59,7.45,7.43,4.66,7953,6,3,5
1.12,6.77,6.73,4.09,4390,5,3,2
0.23,3.92,3.96,2.42,530,0,4,7
0.41,4.72,4.79,2.95,935,1,2,5
2.0,8.03,8.06,5.01,13263,6,2,5
1.04,6.48,6.46,4.04,3953,5,2,3
0.65,5.6,5.56,3.45,2106,4,2,4
0.37,4.62,4.68,2.81,681,0,3,2
1.02,6.44,6.37,3.98,6412,2,2,5
1.04,6.49,6.44,3.96,3984,4,2,2
1.02,6.41,6.34,4.02,4370,3,4,3
0.3,4.27,4.31,2.66,658,1,3,5
1.03,6.45,6.56,4.0,7708,3,2,6
0.5,4.98,4.88,3.19,945,1,0,3
0.43,4.88,4.91,2.99,905,2,2,5
2.01,8.09,8.14,4.91,16140,4,4,3
0.42,4.82,4.75,2.95,945,2,3,5
0.31,4.39,4.43,2.69,840,2,2,6
0.52,5.31,5.3,3.12,1196,3,3,3
1.35,7.09,7.03,4.4,5919,5,3,3
0.71,5.68,5.65,3.53,2458,2,3,2
1.33,7.1,7.04,4.38,6603,3,4,3
1.22,6.81,6.84,4.23,6469,5,2,4
1.02,6.47,6.35,3.93,2387,3,3,0
0.51,5.06,5.16,3.17,1656,3,2,4
0.32,4.37,4.35,2.73,612,3,3,2
1.51,7.43,7.36,4.57,7577,5,2,3
0.3,4.27,4.3,2.71,526,1,1,2
0.32,4.38,4.41,2.71,482,4,4,2
0.42,4.82,4.85,2.95,958,1,3,5
0.91,6.14,6.19,3.84,4785,2,4,2
0.79,5.92,5.96,3.68,3675,4,2,6
2.5,8.46,8.43,5.48,13278,4,0,3
0.3,4.22,4.25,2.69,394,2,1,3
0.23,3.95,3.91,2.43,513,1,3,4
0.35,4.64,4.59,2.72,984,1,3,5
0.31,4.32,4.29,2.7,628,4,3,5
0.7,5.67,5.59,3.6,2367,4,1,4
0.62,5.55,5.58,3.33,1933,3,3,4
0.6,5.39,5.43,3.35,1738,1,3,2
0.79,6.0,6.07,3.6,2878,0,4,3
0.7,5.6,5.65,3.53,2470,2,1,2
1.5,7.44,7.49,4.36,7714,4,1,3
0.54,5.24,5.27,3.25,1724,2,2,4
1.06,6.64,6.67,4.0,6212,3,4,5
1.18,6.57,6.53,4.25,7216,4,2,4
0.3,4.29,4.32,2.61,526,3,4,5
1.31,7.12,7.08,4.28,8979,3,3,5
0.34,4.44,4.47,2.83,556,1,1,2
0.76,5.88,5.84,3.63,3820,2,2,4
0.36,4.58,4.54,2.83,1013,1,2,5
0.43,4.9,4.85,2.97,1129,3,2,7
0.38,4.65,4.69,2.9,831,0,4,2
1.2,6.88,6.82,4.15,6666,4,3,5
0.35,4.54,4.58,2.81,771,1,2,4
0.28,4.26,4.28,2.57,628,2,4,7
1.01,6.45,6.48,3.95,5416,4,3,4
1.14,6.64,6.75,4.11,4905,6,4,4
1.0,6.58,6.54,3.69,3199,6,0,3
0.7,5.69,5.72,3.5,3309,4,2,1
0.3,4.28,4.31,2.63,405,5,4,2
1.58,7.49,7.44,4.58,10608,4,4,5
1.09,6.73,6.59,3.99,5889,3,3,5
2.03,8.11,8.08,4.96,18423,3,3,2
1.2,6.82,6.77,4.18,4838,5,3,3
0.77,5.88,5.91,3.65,2642,2,2,2
1.04,6.5,6.43,4.06,5650,2,3,2
0.41,4.78,4.76,2.91,1015,0,3,2
2.01,8.23,8.15,4.94,18741,3,3,2
1.0,6.45,6.52,3.69,4688,2,0,2
0.52,5.18,5.11,3.19,1284,0,3,2
0.51,5.07,5.12,3.18,1381,1,3,2
1.01,6.43,6.47,4.0,3832,5,4,2
0.3,4.34,4.37,2.68,590,4,2,7
0.31,4.38,4.42,2.69,865,1,2,6
0.72,5.77,5.86,3.44,3952,2,4,7
0.31,4.31,4.34,2.69,544,3,2,5
0.32,4.45,4.48,2.73,814,4,2,1
0.35,4.56,4.6,2.78,1030,1,2,6
0.73,5.77,5.72,3.61,2330,4,2,2
0.3,4.33,4.37,2.65,500,2,3,2
0.9,6.16,6.11,3.76,3556,2,3,3
1.01,6.47,6.32,3.92,6470,3,3,7
0.7,5.75,5.69,3.49,2423,2,3,2
1.08,6.6,6.53,4.09,4093,6,2,5
0.4,4.73,4.76,2.97,705,4,2,2
0.41,4.79,4.82,2.96,639,5,2,2
1.01,6.28,6.38,3.97,3886,2,1,3
